class	vtable	slot	method_addr	method_name	status
ZTFPActionModeBase	0x008cb0ec	2	0x005a6e8d		unidentified
ZTFPActionModeBase	0x008cb0ec	3	0x005a6ed8		unidentified
ZTFPActionModeBase	0x008cb0ec	4	0x00642753		unidentified
ZTFPActionModeBase	0x008cb0ec	5	0x0044167e		unidentified
ZTFPActionModeBase	0x008cb0ec	6	0x007c5781		unidentified
ZTFPActionModeBase	0x008cb0ec	7	0x007c5781		unidentified
ZTFPActionModeBase	0x008cb0ec	8	0x007c5781		unidentified
ZTFPActionModeBase	0x008cb0ec	9	0x00408178		unidentified
ZTFPActionModeBase	0x008cb0ec	10	0x00597bec		unidentified
ZTFPActionModeBase	0x008cb0ec	11	0x0047c424		unidentified
ZTFPActionModeBase	0x008cb0ec	12	0x007c67e5		unidentified
ZTFPActionModeBase	0x008cb0ec	13	0x00642781		unidentified
ZTFPActionModeBase	0x008cb0ec	14	0x006427b7		unidentified
ZTFPActionModeBase	0x008cb0ec	15	0x006428b7		unidentified
ZTFPActionModeBase	0x008cb0ec	16	0x00647b7a		unidentified
ZTFPActionModeBase	0x008cb0ec	17	0x00440f0f		unidentified
ZTFPActionModeBase	0x008cb0ec	18	0x00440f23		unidentified
ZTFPActionModeBase	0x008cb0ec	19	0x00440eff		unidentified
ZTFPActionModeBase	0x008cb0ec	20	0x00642a66		unidentified
ZTFPActionModeBase	0x008cb0ec	21	0x0043f08d		unidentified
ZTFPActionModeBase	0x008cb0ec	22	0x0043f08d		unidentified
ZTFPActionModeBase	0x008cb0ec	23	0x00647c6f		unidentified
ZTFPActionModeBase	0x008cb0ec	24	0x00647ca4		unidentified
ZTFPActionModeBase	0x008cb0ec	25	0x00647cd9		unidentified
ZTFPActionModeBase	0x008cb0ec	26	0x00647d64		unidentified
ZTFPActionModeBase	0x008cb0ec	27	0x00642c39		unidentified
ZTFPActionModeBase	0x008cb0ec	28	0x00642c62		unidentified
ZTFPActionModeBase	0x008cb0ec	29	0x00642c8b		unidentified
ZTFPActionModeBase	0x008cb0ec	30	0x00642cad		unidentified
ZTFPActionModeBase	0x008cb0ec	31	0x00642ccf		unidentified
ZTFPActionModeBase	0x008cb0ec	32	0x00642d18		unidentified
ZTFPActionModeBase	0x008cb0ec	33	0x00642d6f		unidentified
ZTFPActionModeBase	0x008cb0ec	34	0x00642dc7		unidentified
ZTFPActionModeBase	0x008cb0ec	35	0x00642e18		unidentified
ZTFPActionModeBase	0x008cb0ec	36	0x00642e69		unidentified
ZTFPActionModeBase	0x008cb0ec	37	0x00642eba		unidentified
ZTFPActionModeBase	0x008cb0ec	38	0x00642f0b		unidentified
ZTFPActionModeBase	0x008cb0ec	39	0x00647ea2		unidentified
ZTFPActionModeBase	0x008cb0ec	40	0x00642ffe		unidentified
ZTFPActionModeBase	0x008cb0ec	41	0x00643015		unidentified
ZTFPActionModeBase	0x008cb0ec	42	0x0064302c		unidentified
ZTFPActionModeBase	0x008cb0ec	43	0x00643071		unidentified
ZTFPActionModeBase	0x008cb0ec	44	0x006430b8		unidentified
ZTFPActionModeBase	0x008cb0ec	45	0x006430fd		unidentified
ZTFPActionModeBase	0x008cb0ec	46	0x00643120		unidentified
ZTFPActionModeBase	0x008cb0ec	47	0x0064317b		unidentified
ZTFPActionModeBase	0x008cb0ec	48	0x006431a2		unidentified
ZTFPActionModeBase	0x008cb0ec	49	0x006431f0		unidentified
ZTFPActionModeBase	0x008cb0ec	50	0x00643287		unidentified
ZTFPActionModeBase	0x008cb0ec	51	0x006432f8		unidentified
ZTFPActionModeBase	0x008cb0ec	52	0x006433a7		unidentified
ZTFPActionModeBase	0x008cb0ec	53	0x00643403		unidentified
ZTFPActionModeBase	0x008cb0ec	54	0x00643441		unidentified
ZTFPActionModeBase	0x008cb0ec	55	0x0064347b		unidentified
ZTFPActionModeBase	0x008cb0ec	56	0x00647f2b		unidentified
ZTFPActionModeBase	0x008cb0ec	57	0x0064365c		unidentified
ZTFPActionModeBase	0x008cb0ec	58	0x0064367b		unidentified
ZTFPActionModeBase	0x008cb0ec	59	0x0064369f		unidentified
ZTFPActionModeBase	0x008cb0ec	60	0x006436e6		unidentified
ZTFPActionModeBase	0x008cb0ec	61	0x0064372d		unidentified
ZTFPActionModeBase	0x008cb0ec	62	0x00643772		unidentified
ZTFPActionModeBase	0x008cb0ec	63	0x00643507		unidentified
ZTFPActionModeBase	0x008cb0ec	64	0x00643581		unidentified
ZTFPActionModeBase	0x008cb0ec	65	0x00643602		unidentified
ZTFPActionModeBase	0x008cb0ec	66	0x00644299		unidentified
ZTFPActionModeBase	0x008cb0ec	67	0x00644300		unidentified
ZTFPActionModeBase	0x008cb0ec	68	0x006443d1		unidentified
ZTFPActionModeBase	0x008cb0ec	69	0x00644437		unidentified
ZTFPActionModeBase	0x008cb0ec	70	0x00644367		unidentified
ZTFPActionModeBase	0x008cb0ec	71	0x0064449e		unidentified
ZTFPActionModeBase	0x008cb0ec	72	0x00644507		unidentified
ZTFPActionModeBase	0x008cb0ec	73	0x00644609		unidentified
ZTFPActionModeBase	0x008cb0ec	74	0x0064468d		unidentified
ZTFPActionModeBase	0x008cb0ec	75	0x006446dc		unidentified
ZTFPActionModeBase	0x008cb0ec	76	0x00644706		unidentified
ZTFPActionModeBase	0x008cb0ec	77	0x00648151		unidentified
ZTFPActionModeBase	0x008cb0ec	78	0x00644721		unidentified
ZTFPActionModeBase	0x008cb0ec	79	0x006447e7		unidentified
ZTFPActionModeBase	0x008cb0ec	80	0x0040816c		unidentified
ZTFPActionModeBase	0x008cb0ec	81	0x006438fb		unidentified
ZTFPActionModeBase	0x008cb0ec	82	0x00643918		unidentified
ZTFPActionModeBase	0x008cb0ec	83	0x00643966		unidentified
ZTFPActionModeBase	0x008cb0ec	84	0x006439af		unidentified
ZTFPActionModeBase	0x008cb0ec	85	0x006439bd		unidentified
ZTFPActionModeBase	0x008cb0ec	86	0x006490f4		unidentified
ZTFPActionModeBase	0x008cb0ec	87	0x00649172		unidentified
ZTFPActionModeBase	0x008cb0ec	88	0x00643a4c		unidentified
ZTFPActionModeBase	0x008cb0ec	89	0x00643a54		unidentified
ZTFPActionModeBase	0x008cb0ec	90	0x00643a5c		unidentified
ZTFPActionModeBase	0x008cb0ec	91	0x00643a9b		unidentified
ZTFPActionModeBase	0x008cb0ec	92	0x00643be6		unidentified
ZTFPActionModeBase	0x008cb0ec	93	0x0043f08d		unidentified
ZTFPActionModeBase	0x008cb0ec	94	0x00643c51		unidentified
ZTFPActionModeBase	0x008cb0ec	95	0x0043f08d		unidentified
ZTFPActionModeBase	0x008cb0ec	96	0x00647dc5		unidentified
ZTFPActionModeBase	0x008cb0ec	97	0x00647e36		unidentified
ZTFPActionModeBase	0x008cb0ec	98	0x00647ed5		unidentified
ZTFPActionModeBase	0x008cb0ec	99	0x00647f60		unidentified
ZTFPActionModeBase	0x008cb0ec	100	0x004ab7fa		unidentified
ZTFPActionModeBase	0x008cb0ec	101	0x006480b9		unidentified
ZTFPActionModeBase	0x008cb0ec	102	0x00648215		unidentified
ZTFPActionModeBase	0x008cb0ec	103	0x00648287		unidentified
ZTFPActionModeBase	0x008cb0ec	104	0x00648301		unidentified
ZTFPActionModeBase	0x008cb0ec	105	0x00648384		unidentified
ZTFPActionModeBase	0x008cb0ec	106	0x00648437		unidentified
ZTFPActionModeBase	0x008cb0ec	107	0x006484e0		unidentified
ZTFPActionModeBase	0x008cb0ec	108	0x00648579		unidentified
ZTFPActionModeBase	0x008cb0ec	109	0x006485f2		unidentified
ZTFPActionModeBase	0x008cb0ec	110	0x006486a5		unidentified
ZTFPActionModeBase	0x008cb0ec	111	0x00648736		unidentified
ZTFPActionModeBase	0x008cb0ec	112	0x00648812		unidentified
ZTFPActionModeBase	0x008cb0ec	113	0x00648862		unidentified
ZTFPActionModeBase	0x008cb0ec	114	0x006488bb		unidentified
ZTFPActionModeBase	0x008cb0ec	115	0x006488fc		unidentified
ZTFPActionModeBase	0x008cb0ec	116	0x00648975		unidentified
ZTFPActionModeBase	0x008cb0ec	117	0x006489f5		unidentified
ZTFPActionModeBase	0x008cb0ec	118	0x00648a5f		unidentified
ZTFPActionModeBase	0x008cb0ec	119	0x00648b2d		unidentified
ZTFPActionModeBase	0x008cb0ec	120	0x00648b79		unidentified
ZTFPActionModeBase	0x008cb0ec	121	0x00648be8		unidentified
ZTFPActionModeBase	0x008cb0ec	122	0x00648c57		unidentified
ZTFPActionModeBase	0x008cb0ec	123	0x00648cda		unidentified
ZTFPActionModeBase	0x008cb0ec	124	0x00648d5d		unidentified
ZTFPActionModeBase	0x008cb0ec	125	0x00648f2a		unidentified
ZTFPActionModeBase	0x008cb0ec	126	0x00648fc7		unidentified
ZTFPActionModeBase	0x008cb0ec	127	0x00648ff4		unidentified
ZTFPActionModeBase	0x008cb0ec	128	0x00649018		unidentified
ZTFPActionModeBase	0x008cb0ec	129	0x00440e68		unidentified
ZTFPActionModeBase	0x008cb0ec	130	0x0047c3e1		unidentified
ZTFPActionModeBase	0x008cb0ec	131	0x0044202e		unidentified
ZTFPActionModeBase	0x008cb0ec	132	0x004420d2		unidentified
ZTFPActionModeBase	0x008cb0ec	133	0x00408156		unidentified
ZTFPActionModeBase	0x008cb0ec	134	0x00442137		unidentified
ZTFPActionModeBase	0x008cb0ec	135	0x0040814a		unidentified
ZTFPActionModeBase	0x008cb0ec	136	0x007c67e5		unidentified
ZTFPActionModeBase	0x008cb0ec	137	0x004423e9		unidentified
ZTFPActionModeBase	0x008cb0ec	138	0x0059330a		unidentified
ZTFPActionModeBase	0x008cb0ec	139	0x00408138		unidentified
ZTFPActionModeBase	0x008cb0ec	140	0x00441cae		unidentified
ZTFPActionModeBase	0x008cb0ec	141	0x00440eff		unidentified
ZTFPActionModeBase	0x008cb0ec	142	0x00440eff		unidentified
ZTFPActionModeBase	0x008cb0ec	143	0x00440eff		unidentified
ZTFPActionModeBase	0x008cb0ec	144	0x00440eff		unidentified
ZTFPActionModeBase	0x008cb0ec	145	0x00440eff		unidentified
ZTFPActionModeBase	0x008cb0ec	146	0x00440f37		unidentified
ZTFPActionModeBase	0x008cb0ec	147	0x00440f37		unidentified
ZTFPActionModeBase	0x008cb0ec	148	0x00440f37		unidentified
ZTFPActionModeBase	0x008cb0ec	149	0x00440fae		unidentified
ZTFPActionModeBase	0x008cb0ec	150	0x00442416		unidentified
ZTFPActionModeBase	0x008cb0ec	151	0x00442495		unidentified
ZTFPActionModeBase	0x008cb0ec	152	0x00440eff		unidentified
ZTFPActionModeBase	0x008cb0ec	153	0x00441024		unidentified
ZTFPActionModeBase	0x008cb0ec	154	0x004410b9		unidentified
ZTFPActionModeBase	0x008cb0ec	155	0x00441173		unidentified
ZTFPActionModeBase	0x008cb0ec	156	0x0044171f		unidentified
ZTFPActionModeBase	0x008cb0ec	157	0x004421fe		unidentified
ZTFPActionModeBase	0x008cb0ec	158	0x004429c2		unidentified
ZTFPActionModeBase	0x008cb0ec	159	0x007c67e5		unidentified
ZTFPActionModeBase	0x008cb0ec	160	0x00442a5f		unidentified
ZTFPActionModeBase	0x008cb0ec	161	0x007c5781		unidentified
ZTFPActionModeBase	0x008cb0ec	162	0x006c1ab0		unidentified
ZTFPActionModeBase	0x008cb0ec	163	0x004418ae		unidentified
ZTFPActionModeBase	0x008cb0ec	164	0x0044197b		unidentified
ZTFPActionModeBase	0x008cb0ec	165	0x004419c8		unidentified
ZTFPActionModeBase	0x008cb0ec	166	0x00441ffc		unidentified
ZTFPClimbLadderMode	0x008cb3e4	0	0x005a6e69		unidentified
ZTFPClimbLadderMode	0x008cb3e4	1	0x005a6e56		unidentified
ZTFPClimbLadderMode	0x008cb3e4	2	0x005a6e8d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	3	0x005a6ed8		unidentified
ZTFPClimbLadderMode	0x008cb3e4	4	0x00642753		unidentified
ZTFPClimbLadderMode	0x008cb3e4	5	0x0040995e	register_camera_move_commands	confirmed
ZTFPClimbLadderMode	0x008cb3e4	6	0x007c5781		unidentified
ZTFPClimbLadderMode	0x008cb3e4	7	0x007c5781		unidentified
ZTFPClimbLadderMode	0x008cb3e4	8	0x007c5781		unidentified
ZTFPClimbLadderMode	0x008cb3e4	9	0x00408178		unidentified
ZTFPClimbLadderMode	0x008cb3e4	10	0x0040abef	write_camera_command_reader_settings	confirmed
ZTFPClimbLadderMode	0x008cb3e4	11	0x0047d0a6		unidentified
ZTFPClimbLadderMode	0x008cb3e4	12	0x007c67e5		unidentified
ZTFPClimbLadderMode	0x008cb3e4	13	0x00642781		unidentified
ZTFPClimbLadderMode	0x008cb3e4	14	0x006427b7		unidentified
ZTFPClimbLadderMode	0x008cb3e4	15	0x006428b7		unidentified
ZTFPClimbLadderMode	0x008cb3e4	16	0x00647b7a		unidentified
ZTFPClimbLadderMode	0x008cb3e4	17	0x00440f0f		unidentified
ZTFPClimbLadderMode	0x008cb3e4	18	0x0040a0f0		unidentified
ZTFPClimbLadderMode	0x008cb3e4	19	0x0040a069	handle_camera_mouse_wheel_zoom_delta	confirmed
ZTFPClimbLadderMode	0x008cb3e4	20	0x00642a66		unidentified
ZTFPClimbLadderMode	0x008cb3e4	21	0x0043f08d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	22	0x0043f08d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	23	0x00647c6f		unidentified
ZTFPClimbLadderMode	0x008cb3e4	24	0x00647ca4		unidentified
ZTFPClimbLadderMode	0x008cb3e4	25	0x00647cd9		unidentified
ZTFPClimbLadderMode	0x008cb3e4	26	0x00647d64		unidentified
ZTFPClimbLadderMode	0x008cb3e4	27	0x00642c39		unidentified
ZTFPClimbLadderMode	0x008cb3e4	28	0x00642c62		unidentified
ZTFPClimbLadderMode	0x008cb3e4	29	0x00642c8b		unidentified
ZTFPClimbLadderMode	0x008cb3e4	30	0x00642cad		unidentified
ZTFPClimbLadderMode	0x008cb3e4	31	0x00642ccf		unidentified
ZTFPClimbLadderMode	0x008cb3e4	32	0x00642d18		unidentified
ZTFPClimbLadderMode	0x008cb3e4	33	0x00642d6f		unidentified
ZTFPClimbLadderMode	0x008cb3e4	34	0x00642dc7		unidentified
ZTFPClimbLadderMode	0x008cb3e4	35	0x00642e18		unidentified
ZTFPClimbLadderMode	0x008cb3e4	36	0x00642e69		unidentified
ZTFPClimbLadderMode	0x008cb3e4	37	0x00642eba		unidentified
ZTFPClimbLadderMode	0x008cb3e4	38	0x00642f0b		unidentified
ZTFPClimbLadderMode	0x008cb3e4	39	0x00647ea2		unidentified
ZTFPClimbLadderMode	0x008cb3e4	40	0x00642ffe		unidentified
ZTFPClimbLadderMode	0x008cb3e4	41	0x00643015		unidentified
ZTFPClimbLadderMode	0x008cb3e4	42	0x0064302c		unidentified
ZTFPClimbLadderMode	0x008cb3e4	43	0x00643071		unidentified
ZTFPClimbLadderMode	0x008cb3e4	44	0x006430b8		unidentified
ZTFPClimbLadderMode	0x008cb3e4	45	0x006430fd		unidentified
ZTFPClimbLadderMode	0x008cb3e4	46	0x00643120		unidentified
ZTFPClimbLadderMode	0x008cb3e4	47	0x0064317b		unidentified
ZTFPClimbLadderMode	0x008cb3e4	48	0x006431a2		unidentified
ZTFPClimbLadderMode	0x008cb3e4	49	0x006431f0		unidentified
ZTFPClimbLadderMode	0x008cb3e4	50	0x00643287		unidentified
ZTFPClimbLadderMode	0x008cb3e4	51	0x006432f8		unidentified
ZTFPClimbLadderMode	0x008cb3e4	52	0x006433a7		unidentified
ZTFPClimbLadderMode	0x008cb3e4	53	0x00643403		unidentified
ZTFPClimbLadderMode	0x008cb3e4	54	0x00643441		unidentified
ZTFPClimbLadderMode	0x008cb3e4	55	0x0064347b		unidentified
ZTFPClimbLadderMode	0x008cb3e4	56	0x00647f2b		unidentified
ZTFPClimbLadderMode	0x008cb3e4	57	0x0064365c		unidentified
ZTFPClimbLadderMode	0x008cb3e4	58	0x0064367b		unidentified
ZTFPClimbLadderMode	0x008cb3e4	59	0x0064369f		unidentified
ZTFPClimbLadderMode	0x008cb3e4	60	0x006436e6		unidentified
ZTFPClimbLadderMode	0x008cb3e4	61	0x0064372d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	62	0x00643772		unidentified
ZTFPClimbLadderMode	0x008cb3e4	63	0x00643507		unidentified
ZTFPClimbLadderMode	0x008cb3e4	64	0x00643581		unidentified
ZTFPClimbLadderMode	0x008cb3e4	65	0x00643602		unidentified
ZTFPClimbLadderMode	0x008cb3e4	66	0x00644299		unidentified
ZTFPClimbLadderMode	0x008cb3e4	67	0x00644300		unidentified
ZTFPClimbLadderMode	0x008cb3e4	68	0x006443d1		unidentified
ZTFPClimbLadderMode	0x008cb3e4	69	0x00644437		unidentified
ZTFPClimbLadderMode	0x008cb3e4	70	0x00644367		unidentified
ZTFPClimbLadderMode	0x008cb3e4	71	0x0064449e		unidentified
ZTFPClimbLadderMode	0x008cb3e4	72	0x00644507		unidentified
ZTFPClimbLadderMode	0x008cb3e4	73	0x00644609		unidentified
ZTFPClimbLadderMode	0x008cb3e4	74	0x0064468d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	75	0x006446dc		unidentified
ZTFPClimbLadderMode	0x008cb3e4	76	0x00644706		unidentified
ZTFPClimbLadderMode	0x008cb3e4	77	0x00648151		unidentified
ZTFPClimbLadderMode	0x008cb3e4	78	0x00644721		unidentified
ZTFPClimbLadderMode	0x008cb3e4	79	0x006447e7		unidentified
ZTFPClimbLadderMode	0x008cb3e4	80	0x0040816c		unidentified
ZTFPClimbLadderMode	0x008cb3e4	81	0x006438fb		unidentified
ZTFPClimbLadderMode	0x008cb3e4	82	0x00643918		unidentified
ZTFPClimbLadderMode	0x008cb3e4	83	0x00643966		unidentified
ZTFPClimbLadderMode	0x008cb3e4	84	0x006439af		unidentified
ZTFPClimbLadderMode	0x008cb3e4	85	0x006439bd		unidentified
ZTFPClimbLadderMode	0x008cb3e4	86	0x006490f4		unidentified
ZTFPClimbLadderMode	0x008cb3e4	87	0x00649172		unidentified
ZTFPClimbLadderMode	0x008cb3e4	88	0x00643a4c		unidentified
ZTFPClimbLadderMode	0x008cb3e4	89	0x00643a54		unidentified
ZTFPClimbLadderMode	0x008cb3e4	90	0x00643a5c		unidentified
ZTFPClimbLadderMode	0x008cb3e4	91	0x00643a9b		unidentified
ZTFPClimbLadderMode	0x008cb3e4	92	0x00643be6		unidentified
ZTFPClimbLadderMode	0x008cb3e4	93	0x0043f08d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	94	0x00643c51		unidentified
ZTFPClimbLadderMode	0x008cb3e4	95	0x0043f08d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	96	0x00647dc5		unidentified
ZTFPClimbLadderMode	0x008cb3e4	97	0x00647e36		unidentified
ZTFPClimbLadderMode	0x008cb3e4	98	0x00647ed5		unidentified
ZTFPClimbLadderMode	0x008cb3e4	99	0x00647f60		unidentified
ZTFPClimbLadderMode	0x008cb3e4	100	0x004ab7fa		unidentified
ZTFPClimbLadderMode	0x008cb3e4	101	0x006480b9		unidentified
ZTFPClimbLadderMode	0x008cb3e4	102	0x00648215		unidentified
ZTFPClimbLadderMode	0x008cb3e4	103	0x00648287		unidentified
ZTFPClimbLadderMode	0x008cb3e4	104	0x00648301		unidentified
ZTFPClimbLadderMode	0x008cb3e4	105	0x00648384		unidentified
ZTFPClimbLadderMode	0x008cb3e4	106	0x00648437		unidentified
ZTFPClimbLadderMode	0x008cb3e4	107	0x006484e0		unidentified
ZTFPClimbLadderMode	0x008cb3e4	108	0x00648579		unidentified
ZTFPClimbLadderMode	0x008cb3e4	109	0x006485f2		unidentified
ZTFPClimbLadderMode	0x008cb3e4	110	0x006486a5		unidentified
ZTFPClimbLadderMode	0x008cb3e4	111	0x00648736		unidentified
ZTFPClimbLadderMode	0x008cb3e4	112	0x00648812		unidentified
ZTFPClimbLadderMode	0x008cb3e4	113	0x00648862		unidentified
ZTFPClimbLadderMode	0x008cb3e4	114	0x006488bb		unidentified
ZTFPClimbLadderMode	0x008cb3e4	115	0x006488fc		unidentified
ZTFPClimbLadderMode	0x008cb3e4	116	0x00648975		unidentified
ZTFPClimbLadderMode	0x008cb3e4	117	0x006489f5		unidentified
ZTFPClimbLadderMode	0x008cb3e4	118	0x00648a5f		unidentified
ZTFPClimbLadderMode	0x008cb3e4	119	0x00648b2d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	120	0x00648b79		unidentified
ZTFPClimbLadderMode	0x008cb3e4	121	0x00648be8		unidentified
ZTFPClimbLadderMode	0x008cb3e4	122	0x00648c57		unidentified
ZTFPClimbLadderMode	0x008cb3e4	123	0x00648cda		unidentified
ZTFPClimbLadderMode	0x008cb3e4	124	0x00648d5d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	125	0x00648f2a		unidentified
ZTFPClimbLadderMode	0x008cb3e4	126	0x00648fc7		unidentified
ZTFPClimbLadderMode	0x008cb3e4	127	0x00648ff4		unidentified
ZTFPClimbLadderMode	0x008cb3e4	128	0x00649018		unidentified
ZTFPClimbLadderMode	0x008cb3e4	129	0x0047ce54		unidentified
ZTFPClimbLadderMode	0x008cb3e4	130	0x0047ce9a		unidentified
ZTFPClimbLadderMode	0x008cb3e4	131	0x0044202e		unidentified
ZTFPClimbLadderMode	0x008cb3e4	132	0x004420d2		unidentified
ZTFPClimbLadderMode	0x008cb3e4	133	0x00408156		unidentified
ZTFPClimbLadderMode	0x008cb3e4	134	0x00442137		unidentified
ZTFPClimbLadderMode	0x008cb3e4	135	0x0040814a		unidentified
ZTFPClimbLadderMode	0x008cb3e4	136	0x007c67e5		unidentified
ZTFPClimbLadderMode	0x008cb3e4	137	0x004423e9		unidentified
ZTFPClimbLadderMode	0x008cb3e4	138	0x0059330a		unidentified
ZTFPClimbLadderMode	0x008cb3e4	139	0x00408138		unidentified
ZTFPClimbLadderMode	0x008cb3e4	140	0x00441cae		unidentified
ZTFPClimbLadderMode	0x008cb3e4	141	0x00440eff		unidentified
ZTFPClimbLadderMode	0x008cb3e4	142	0x00440eff		unidentified
ZTFPClimbLadderMode	0x008cb3e4	143	0x00440eff		unidentified
ZTFPClimbLadderMode	0x008cb3e4	144	0x00440eff		unidentified
ZTFPClimbLadderMode	0x008cb3e4	145	0x00409ec0	handle_camera_mouselook_mouse_delta_value	confirmed
ZTFPClimbLadderMode	0x008cb3e4	146	0x00440f37		unidentified
ZTFPClimbLadderMode	0x008cb3e4	147	0x00440f37		unidentified
ZTFPClimbLadderMode	0x008cb3e4	148	0x00440f37		unidentified
ZTFPClimbLadderMode	0x008cb3e4	149	0x00440fae		unidentified
ZTFPClimbLadderMode	0x008cb3e4	150	0x00442416		unidentified
ZTFPClimbLadderMode	0x008cb3e4	151	0x00442495		unidentified
ZTFPClimbLadderMode	0x008cb3e4	152	0x00440eff		unidentified
ZTFPClimbLadderMode	0x008cb3e4	153	0x0040a51f	register_camera_look_commands	confirmed
ZTFPClimbLadderMode	0x008cb3e4	154	0x0040a670	register_camera_look_commands_b	confirmed
ZTFPClimbLadderMode	0x008cb3e4	155	0x00441173		unidentified
ZTFPClimbLadderMode	0x008cb3e4	156	0x0044171f		unidentified
ZTFPClimbLadderMode	0x008cb3e4	157	0x0047cf1d		unidentified
ZTFPClimbLadderMode	0x008cb3e4	158	0x004429c2		unidentified
ZTFPClimbLadderMode	0x008cb3e4	159	0x007c5781		unidentified
ZTFPClimbLadderMode	0x008cb3e4	160	0x00442a5f		unidentified
ZTFPClimbLadderMode	0x008cb3e4	161	0x007c5781		unidentified
ZTFPClimbLadderMode	0x008cb3e4	162	0x006c1ab0		unidentified
ZTFPClimbLadderMode	0x008cb3e4	163	0x004418ae		unidentified
ZTFPClimbLadderMode	0x008cb3e4	164	0x0044197b		unidentified
ZTFPClimbLadderMode	0x008cb3e4	165	0x004419c8		unidentified
ZTFPClimbLadderMode	0x008cb3e4	166	0x00441ffc		unidentified
ZTFPClimbLadderMode	0x008cb3e4	167	0x0040a114	handle_camera_zoom_command_value	confirmed
ZTFPClimbLadderMode	0x008cb3e4	168	0x0040a211	handle_camera_rotate_command_value	confirmed
ZTFPClimbLadderMode	0x008cb3e4	169	0x0040a301	resolve_compass_direction	confirmed
ZTFPClimbLadderMode	0x008cb3e4	170	0x0040a7cd		unidentified
ZTFPClimbLadderMode	0x008cb3e4	171	0x0040a7f0	set_camera_mouselook_active	confirmed
ZTFPClimbLadderMode	0x008cb3e4	172	0x0040aa60	handle_camera_move_command_event	confirmed
ZTFPClimbLadderMode	0x008cb3e4	173	0x0040abd5	release_camera_command_event_binding_if_present	confirmed
ZTFPTrainingMode	0x008cbe90	0	0x0047da78		unidentified
ZTFPTrainingMode	0x008cbe90	1	0x0047d6fe		unidentified
ZTFPTrainingMode	0x008cbe90	2	0x0047d723		unidentified
ZTFPTrainingMode	0x008cbe90	3	0x005b1bae		unidentified
ZTFPTrainingMode	0x008cbe90	4	0x005b1bd1		unidentified
ZTFPTrainingMode	0x008cbe90	5	0x005a6e0f		unidentified
ZTFPTrainingMode	0x008cbe90	6	0x00598c59		unidentified
ZTFPTrainingMode	0x008cbe90	7	0x006aa4ed		unidentified
ZTFPTrainingMode	0x008cbe90	8	0x006aa4ed		unidentified
ZTFPTrainingMode	0x008cbe90	9	0x005a6e69		unidentified
ZTFPTrainingMode	0x008cbe90	10	0x005a6e56		unidentified
ZTFPTrainingMode	0x008cbe90	11	0x005a6e8d		unidentified
ZTFPTrainingMode	0x008cbe90	12	0x005a6ed8		unidentified
ZTFPTrainingMode	0x008cbe90	13	0x00642753		unidentified
ZTFPTrainingMode	0x008cbe90	14	0x0047f058		unidentified
ZTFPTrainingMode	0x008cbe90	15	0x007c5781		unidentified
ZTFPTrainingMode	0x008cbe90	16	0x007c5781		unidentified
ZTFPTrainingMode	0x008cbe90	17	0x007c5781		unidentified
ZTFPTrainingMode	0x008cbe90	18	0x00408178		unidentified
ZTFPTrainingMode	0x008cbe90	19	0x00597bec		unidentified
ZTFPTrainingMode	0x008cbe90	20	0x0047f369	read_show_event_config	confirmed
ZTFPTrainingMode	0x008cbe90	21	0x007c67e5		unidentified
ZTFPTrainingMode	0x008cbe90	22	0x00642781		unidentified
ZTFPTrainingMode	0x008cbe90	23	0x006427b7		unidentified
ZTFPTrainingMode	0x008cbe90	24	0x006428b7		unidentified
ZTFPTrainingMode	0x008cbe90	25	0x00647b7a		unidentified
ZTFPTrainingMode	0x008cbe90	26	0x00440f0f		unidentified
ZTFPTrainingMode	0x008cbe90	27	0x00440f23		unidentified
ZTFPTrainingMode	0x008cbe90	28	0x00440eff		unidentified
ZTFPTrainingMode	0x008cbe90	29	0x00642a66		unidentified
ZTFPTrainingMode	0x008cbe90	30	0x0043f08d		unidentified
ZTFPTrainingMode	0x008cbe90	31	0x0043f08d		unidentified
ZTFPTrainingMode	0x008cbe90	32	0x00647c6f		unidentified
ZTFPTrainingMode	0x008cbe90	33	0x00647ca4		unidentified
ZTFPTrainingMode	0x008cbe90	34	0x00647cd9		unidentified
ZTFPTrainingMode	0x008cbe90	35	0x00647d64		unidentified
ZTFPTrainingMode	0x008cbe90	36	0x00642c39		unidentified
ZTFPTrainingMode	0x008cbe90	37	0x00642c62		unidentified
ZTFPTrainingMode	0x008cbe90	38	0x00642c8b		unidentified
ZTFPTrainingMode	0x008cbe90	39	0x00642cad		unidentified
ZTFPTrainingMode	0x008cbe90	40	0x00642ccf		unidentified
ZTFPTrainingMode	0x008cbe90	41	0x00642d18		unidentified
ZTFPTrainingMode	0x008cbe90	42	0x00642d6f		unidentified
ZTFPTrainingMode	0x008cbe90	43	0x00642dc7		unidentified
ZTFPTrainingMode	0x008cbe90	44	0x00642e18		unidentified
